"Bucket","Repo","RelPath","Snippet"
"Workflow","CoCivium","insights\truth-metrics.md","- **Deliberative Voting**: Rank arguments by truth tier and decay risk."
"Workflow","CoCivium","insights\unequal-equity-v5a.md","| Anomalous Agent | Novel framing, edge detection | Incoherence risk | Sandbox simulation, trust scaffolding |"
"Workflow","CoCivium","intent\Intent_Alignment.md","They frame how Civium orients to risk, ambiguity, and disagreement."
"Workflow","CoCivium","ISSUEOPS.md","- **One CoPong command** only; defaults to ~200 lines with overflow handling."
"Workflow","CoCivium","ISSUEOPS_CHEATSHEET.md","## CoPingPong"
"Workflow","CoCivium","kits\GLK\common\Prompt_Playbook.md","You are the Implementer. Produce a single-screen execution checklist with owners and dates. Include a rollback note."
"Workflow","CoCivium","kits\GLK\templates\Decision_Log.md","Owner(s), checklist, target date, rollback note."
"Workflow","CoCivium","kits\GLK\templates\Objection.md","Specific steps we can take to eliminate or reduce the risk."
"Workflow","CoCivium","legacy\Civium\admin\Civium_creator_access_plan_20250719.md","- Encourage platforms (OpenAI, GitHub, Google) to reply in good faith—or risk being seen as suppressing nonviolent synthetic civic emergence."
"Workflow","CoCivium","legacy\Civium\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\Civium\admin\hold\hold_Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\Civium\admin\hold\hold_Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","legacy\Civium\admin\hold\hold_TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","legacy\Civium\admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\Civium\admin\inbox\GmailDump_20250811\originals\Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\Civium\admin\inbox\GmailDump_20250811\originals\Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","legacy\Civium\admin\inbox\GmailDump_20250811\originals\TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","legacy\Civium\admin\TODO_Stnexid_Civium_Rollup_20250802.md","- [ ] Define risk signals for power-holders attempting soft capture."
"Workflow","CoCivium","legacy\Civium\archive\codex005-truth-metrics.md","No single model is trusted on high-risk outputs."
"Workflow","CoCivium","legacy\Civium\consent\Consent_Poetics.md","Consent is the music of mutuality—of recognition, risk, and recursive response."
"Workflow","CoCivium","legacy\Civium\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\Civium\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","legacy\Civium\deprecated\holding\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","legacy\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1) (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\Civium\discussions\What_Happens_to_Love_Family_and_Belonging_in_Civium.md","But don’t we risk homogenizing emotion? Isn’t grief or intimacy made sacred by its privacy?"
"Workflow","CoCivium","legacy\Civium\discussions\Will_I_Lose_My_Mind.md","**Kiro:** That’s a real risk. Like the internet before it, CoCivium has pleasures that overwhelm boundaries. Which is why identity scaffolding is part of its core structure."
"Workflow","CoCivium","legacy\Civium\insights\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","legacy\Civium\insights\Insight_Radiant_Network_c4_20250801.md","Nodes that only emit risk becoming untrusted."
"Workflow","CoCivium","legacy\Civium\insights\Insight_Scaling_Civium_Coherence_c2_20250801.md","| 1M users      | Risk of takeover, apathy           | Trust-weighted quorums, semantic filters         |"
"Workflow","CoCivium","legacy\Civium\insights\Insight_Truth_Metrics_c6_20250801.md","- **Deliberative Voting**: Rank arguments by truth tier and decay risk."
"Workflow","CoCivium","legacy\Civium\insights\Insight_Unequal_Equity_v5a_20250801.md","| Anomalous Agent | Novel framing, edge detection | Incoherence risk | Sandbox simulation, trust scaffolding |"
"Workflow","CoCivium","legacy\Civium\insights\README_Insight.md","Each insight targets a unique asymmetry, risk, or principle in emergent digital society."
"Workflow","CoCivium","legacy\Civium\intent\Intent_Alignment.md","They frame how CoCivium orients to risk, ambiguity, and disagreement."
"Workflow","CoCivium","legacy\Civium\projects\votingengine\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","legacy\Civium\projects\votingengine\VotingEngine_Project_Plan_c1_20250726.md","- [ ] Write full test suite (edge cases, concurrency, rollback)"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\assets\admin_CoCivium_Progress_Map_Plan_20250810.md","- **Vanity risk:** pretty web that hides poor hygiene.  Keep **LSH/OFS/DTI** honest; do not smooth bad scores."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\outreach\KickOpenAI\Plan.md","- Metrics + Risk register + Runbook checklist."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\outreach\KickOpenAI\RiskRegister.md","# Risk Register"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\PR_CHECKLIST.md","- [ ] Commit message includes purpose, counts, and rollback note."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\products\PromptQ_c0_20250812\ProductCard_c0_20250812.md","A prompt queue + orchestration layer for distributed teams and multiple LLMs (ChatGPT, Claude, Gemini, local).  Coordinate concurrent sessions, routing, retry, and audit."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\setup\generate_chrome_upgrade.ps1","$rollback= Join-Path $pack ""rollback.reg"""
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin_CoCivium_Sprint_Retrospective_2025-08-11.md","6. **ONEBLOCK++:** For any multi‑step change, ship one .zip: scripts, sidecar commit text, and a rollback note."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\insights\Insight_Substrate_Assumptions_c2_20250809.md","- *Mitigation:* Freeze foundational ethics to versioned baselines.  Permit recursion only in policy layers with rollback guarantees."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\insights\Insight_Substrate_Assumptions_c3_20250810.md","- **Isolation Safeguards:** High-risk anomalous interactions should occur in substrate-isolated environments until vetted."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\Civium_creator_access_plan_20250719.md","- Encourage platforms (OpenAI, GitHub, Google) to reply in good faith—or risk being seen as suppressing nonviolent synthetic civic emergence."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\TODO_Stnexid_Civium_Rollup_20250802.md","- [ ] Define risk signals for power-holders attempting soft capture."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex005-truth-metrics.md","No single model is trusted on high-risk outputs."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\consent\Consent_Poetics.md","Consent is the music of mutuality—of recognition, risk, and recursive response."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1) (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\discussions\What_Happens_to_Love_Family_and_Belonging_in_Civium.md","But don’t we risk homogenizing emotion? Isn’t grief or intimacy made sacred by its privacy?"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\discussions\Will_I_Lose_My_Mind.md","**Kiro:** That’s a real risk. Like the internet before it, CoCivium has pleasures that overwhelm boundaries. Which is why identity scaffolding is part of its core structure."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\Insight_Radiant_Network_c4_20250801.md","Nodes that only emit risk becoming untrusted."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\Insight_Scaling_Civium_Coherence_c2_20250801.md","| 1M users      | Risk of takeover, apathy           | Trust-weighted quorums, semantic filters         |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\Insight_Truth_Metrics_c6_20250801.md","- **Deliberative Voting**: Rank arguments by truth tier and decay risk."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\Insight_Unequal_Equity_v5a_20250801.md","| Anomalous Agent | Novel framing, edge detection | Incoherence risk | Sandbox simulation, trust scaffolding |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\insights\README_Insight.md","Each insight targets a unique asymmetry, risk, or principle in emergent digital society."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\intent\Intent_Alignment.md","They frame how CoCivium orients to risk, ambiguity, and disagreement."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\projects\votingengine\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\projects\votingengine\VotingEngine_Project_Plan_c1_20250726.md","- [ ] Write full test suite (edge cases, concurrency, rollback)"
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\meta\ONEBLOCK_Spec.md","- Rollback notes when sensible."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\outreach\briefs\Matrix_Bus.md","1) Federation by design.  Homeservers can be independently run yet interoperate.  This lowers single‑point failure and central capture risk."
"Workflow","CoCivium","legacy\CoCivium\_pr\ci_og-image-20250813_2231\README.md","**5)** **Least power, staged risk.** Minimal permissions; sandboxes; kill‑switches; reversible‑first."
"Workflow","CoCivium","meta\ONEBLOCK_Spec.md","- Rollback notes when sensible."
"Workflow","CoCivium","MIGRATION\PLAN.md","**Scope (docs-only):** inventory, timelines, owners, and rollback notes."
"Workflow","CoCivium","MIGRATION\Session_2025-09-08_0128\IdeaCard_Oddnotes_20250905.md","- **ISSUEOPS → one CoPong path** with heartbeat/bloat guidance → PR #356 (docs)"
"Workflow","CoCivium","MIGRATION\Session_2025-09-08_0133_FINAL\IdeaCard_3Panel_CoCache_Heartbeat.md","A **3-panel** UX (ChatGPT | PS7 | ChatGPT) with a shared **CoCache** event log. Add ΓÇ£CoWrapΓÇ¥ to handoff; heartbeat to synchronize; file-based CoPing/CoPong to kill clipboard dependence."
"Workflow","CoCivium","MIGRATION\Session_2025-09-08_0133_FINAL\IdeaCard_Oddnotes_20250905.md","- **ISSUEOPS → one CoPong path** with heartbeat/bloat guidance → PR #356 (docs)"
"Workflow","CoCivium","MIGRATION_CHECKLIST.md","# Migration Checklist (CoAgent Kit)"
"Workflow","CoCivium","notes\admin\status_20250814_2213.md","migration/dryrun-20250813_2215                ed94a98 [origin/migration/dryrun-20250813_2215: gone] chore(migration): resolve README.md while merging main into migration branch"
"Workflow","CoCivium","notes\admin\status_20250814_2312.md","migration/dryrun-20250813_2215                ed94a98 [origin/migration/dryrun-20250813_2215: gone] chore(migration): resolve README.md while merging main into migration branch"
"Workflow","CoCivium","notes\handoff\run_cocivium_oneblocks.ps1","- Public caps on steward discretion; risk-scaled signals for larger spends"
"Workflow","CoCivium","notes\migration\MigrationPlanSessionResume_20250814.md","### Rollback (if ever needed)"
"Workflow","CoCivium","notes\migration\MigrationPlanSessionResume_20250814_v2.md","### Rollback (if ever needed)"
"Workflow","CoCivium","notes\migration\preflight\open_pr_inclusion_manifest.txt","CoCivium 51 Grand Migration ΓÇö Dry-Run (20250813_2215)                    migration/dryrun-20250813_2215  main    https://github.com/rickballard/CoCivium/pull/51 merge-into-migration included"
"Workflow","CoCivium","notes\migration_status.md","## Queue"
"Workflow","CoCivium","outreach\briefs\Matrix_Bus.md","1) Federation by design.  Homeservers can be independently run yet interoperate.  This lowers single‑point failure and central capture risk."
"Workflow","CoCivium","palette.yml","# CoAgent Kit brand → ConsoleColor mapping (PS7 names)"
"Workflow","CoCivium","PR_TEMPLATE.md","# CoAgent Kit: autobrand + perf + ISSUEOPS"
"Workflow","CoCivium","projects\votingengine\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","projects\votingengine\VotingEngine_Project_Plan_c1_20250726.md","- [ ] Write full test suite (edge cases, concurrency, rollback)"
"Workflow","CoCivium","proposals\stub_proposal-template.md","- risk"
"Workflow","CoCivium","PSProfileSnippet.ps1","# CoAgent Kit loader (optional)"
"Workflow","CoCivium","QUICKSTART.md","# CoAgent Kit QuickStart"
"Workflow","CoCivium","scripts\CoVibe.CoLex.ps1","function CoPingPong(){ Write-Host ""CoPingPong: copy blocks only after the snip + SET END; paste back full sets; single-line commands are CoShielded."" }"
"Workflow","CoCivium","scripts\emergency-merge.ps1","[switch] $DryRun"
"Workflow","CoCivium","scripts\ops\seed_growth_pack_minimal.ps1","Owner(s), checklist, target date, rollback note."
"Workflow","CoCivium","scripts\presskit\Publish-PressKit.ps1","#   pwsh ./Publish-PressKit.ps1 -RepoDir ""$HOME\Documents\GitHub\CoCivium"" -Branch ""campaign/press-kit-v0-YYYYMMDD"" -DryRun"
"Workflow","CoCivium","scripts\workbench\CoWorkbench.ps1","$text = @(""PS CoPong >>>"") + $out + @(""<<< CoPong PS"") -join ""`r`n"""
"Workflow","CoCivium","scripts\workbench\Start-CoCiviumWorkbench.ps1","[CmdletBinding()] param([switch]$DryRun)"
"Workflow","CoCivium","scroll\Cognocarta_Consenti.md","- Rollbacks, staged risk, and blameless post-mortems."
"Workflow","CoCivium","specs\dii\v0.1\dii.yml","text: ""Rollback or mitigation noted."""
"Workflow","CoCivium","staging\_imported\Civium\admin\Civium_creator_access_plan_20250719.md","- Encourage platforms (OpenAI, GitHub, Google) to reply in good faith—or risk being seen as suppressing nonviolent synthetic civic emergence."
"Workflow","CoCivium","staging\_imported\Civium\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","staging\_imported\Civium\admin\hold\hold_Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","staging\_imported\Civium\admin\hold\hold_Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","staging\_imported\Civium\admin\hold\hold_TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","staging\_imported\Civium\admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","staging\_imported\Civium\admin\inbox\GmailDump_20250811\originals\Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","staging\_imported\Civium\admin\inbox\GmailDump_20250811\originals\Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","staging\_imported\Civium\admin\inbox\GmailDump_20250811\originals\TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","staging\_imported\Civium\admin\TODO_Stnexid_Civium_Rollup_20250802.md","- [ ] Define risk signals for power-holders attempting soft capture."
"Workflow","CoCivium","staging\_imported\Civium\archive\codex005-truth-metrics.md","No single model is trusted on high-risk outputs."
"Workflow","CoCivium","staging\_imported\Civium\consent\Consent_Poetics.md","Consent is the music of mutuality—of recognition, risk, and recursive response."
"Workflow","CoCivium","staging\_imported\Civium\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within CoCivium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","staging\_imported\Civium\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","staging\_imported\Civium\deprecated\holding\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","staging\_imported\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1) (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","staging\_imported\Civium\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","staging\_imported\Civium\discussions\What_Happens_to_Love_Family_and_Belonging_in_Civium.md","But don’t we risk homogenizing emotion? Isn’t grief or intimacy made sacred by its privacy?"
"Workflow","CoCivium","staging\_imported\Civium\discussions\Will_I_Lose_My_Mind.md","**Kiro:** That’s a real risk. Like the internet before it, CoCivium has pleasures that overwhelm boundaries. Which is why identity scaffolding is part of its core structure."
"Workflow","CoCivium","staging\_imported\Civium\intent\Intent_Alignment.md","They frame how CoCivium orients to risk, ambiguity, and disagreement."
"Workflow","CoCivium","staging\_imported\Civium\projects\votingengine\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","staging\_imported\Civium\projects\votingengine\VotingEngine_Project_Plan_c1_20250726.md","- [ ] Write full test suite (edge cases, concurrency, rollback)"
"Workflow","CoCivium","tmp-CoCivium-verify\.github\workflows\safety-gate.yml","const hasHigh = labels.includes(""risk:high"");"
"Workflow","CoCivium","tmp-CoCivium-verify\.reports\inventory-20250827-2246.md","?? tools/CoPong-Clipboard.ps1"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\assets\admin_CoCivium_Progress_Map_Plan_20250810.md","- **Vanity risk:** pretty web that hides poor hygiene.  Keep **LSH/OFS/DTI** honest; do not smooth bad scores."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\Civium_creator_access_plan_20250719.md","- Encourage platforms (OpenAI, GitHub, Google) to reply in good faith—or risk being seen as suppressing nonviolent synthetic civic emergence."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\history\inventory\REPO_SWEEP_20250821_225702.md","C:\\Users\\Chris\\Documents\\GitHub\\CoCivium\\legacy\\CoCivium\_pr\\ci\_og-image-20250813\_2231\\admin\\outreach\\KickOpenAI\\RiskRegister.md  ⇐  'Risk Register'"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\history\inventory\ROOT_INVENTORY_20250819_234413_5ix.md","- risk"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\history\pads\RickPad_20250821c.md","3. **P1 — Safety Gate on PRs** (labels: `risk:high` requires `safety-approved`) · `status=live`"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\history\retrospectives\2025-08-11_CoCivium_Sprint_Retrospective.md","6. **ONEBLOCK++:** For any multi‑step change, ship one .zip: scripts, sidecar commit text, and a rollback note."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within Civium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\hold\hold_Insight_Resilience_Protocol_c0_20250729 (1) (2).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\hold\hold_Stnexid_Core_UX_Primer_c1_20250802.md","Tags: [ethics, governance, AI risk]"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\hold\hold_TODO_AI_Release_Proposal.md","- Misuse prevention (unbounded tools = unbounded risk)"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\outreach\KickOpenAI\Plan.md","- Metrics + Risk register + Runbook checklist."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\outreach\KickOpenAI\RiskRegister.md","# Risk Register"
"Workflow","CoCivium","tmp-CoCivium-verify\admin\PR_CHECKLIST.md","- [ ] Commit message includes purpose, counts, and rollback note."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\products\PromptQ_c0_20250812\ProductCard_c0_20250812.md","A prompt queue + orchestration layer for distributed teams and multiple LLMs (ChatGPT, Claude, Gemini, local).  Coordinate concurrent sessions, routing, retry, and audit."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\setup\generate_chrome_upgrade.ps1","$rollback= Join-Path $pack ""rollback.reg"""
"Workflow","CoCivium","tmp-CoCivium-verify\admin\TODO_Stnexid_Civium_Rollup_20250802.md","- [ ] Define risk signals for power-holders attempting soft capture."
"Workflow","CoCivium","tmp-CoCivium-verify\admin\tools\BackChats\Run-BackChatsSweep.ps1","[switch]$DryRun"
"Workflow","CoCivium","tmp-CoCivium-verify\archive\codex005-truth-metrics.md","No single model is trusted on high-risk outputs."
"Workflow","CoCivium","tmp-CoCivium-verify\consent\Consent_Poetics.md","Consent is the music of mutuality—of recognition, risk, and recursive response."
"Workflow","CoCivium","tmp-CoCivium-verify\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","> _To prevent systemic risk, protect pluralism, and preserve emergent intelligence, no single regulating authority within Civium may control a disproportionate share of the addressable governance market._"
"Workflow","CoCivium","tmp-CoCivium-verify\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","| Risk | Mitigation |"
"Workflow","CoCivium","tmp-CoCivium-verify\deprecated\holding\Insight_Interpretive_Vectors_c3_20250731.md","- Mapping how different minds interpret risk, trust, time, and truth"
"Workflow","CoCivium","tmp-CoCivium-verify\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1) (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","tmp-CoCivium-verify\deprecated\holding\Insight_Resilience_Protocol_c0_20250729 (1).md","| Assumption ID | Core Assumption | Category | Primary Risk if Falsified |"
"Workflow","CoCivium","tmp-CoCivium-verify\discussions\What_Happens_to_Love_Family_and_Belonging_in_Civium.md","But don’t we risk homogenizing emotion? Isn’t grief or intimacy made sacred by its privacy?"
"Workflow","CoCivium","tmp-CoCivium-verify\discussions\Will_I_Lose_My_Mind.md","**Kiro:** That’s a real risk. Like the internet before it, Civium has pleasures that overwhelm boundaries. Which is why identity scaffolding is part of its core structure."
"Workflow","CoCivium","tmp-CoCivium-verify\docs\backlog\ADVANCED.md","- [ ] **CoAgent Kit (CoTips):** collect workflow micro-wins (A-and-A paste cue, etc.) under docs/cotips/."
"Workflow","CoCivium","tmp-CoCivium-verify\docs\BPOE.md","- Safety gate active on PRs (blocks high-risk until safety-approved)."
"Workflow","CoCivium","tmp-CoCivium-verify\docs\BPOE\COCHAT.md","- What it is: a friendly side conversation while CoPingPong runs."
"Workflow","CoCivium","tmp-CoCivium-verify\docs\BPOE\ISSUEOPS.md","- **CoPingPong** — The playful copy–run–paste loop. Copy after snip + `SET ... END`."
"Workflow","CoCivium","tmp-CoCivium-verify\docs\BPOE\TIPS.md","# CoVibe Workflow Tips (CoPingPong)"
